id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,a_quitte_l_entreprise_norm,present_in_eval,present_in_sondage
1623,21,m,3117,célibataire,consulting,assistant de direction,1,80,3,2,2,3,3,1,4,3,3,E_1623,3,non,18 %,non,0,2,1,5,1,transformation digitale,y,occasionnel,2,2,0,True,True
1624,18,f,1569,célibataire,commercial,représentant commercial,1,80,0,0,0,2,3,1,4,3,4,E_1624,3,oui,12 %,oui,0,2,1,3,2,transformation digitale,y,frequent,0,0,1,True,True
1625,47,f,19658,marié(e),ressources humaines,senior manager,3,80,27,5,2,4,3,5,3,3,3,E_1625,3,non,11 %,non,1,2,1,26,4,infra & cloud,y,occasionnel,1,0,0,True,True
1627,39,m,3069,divorcé(e),consulting,consultant,0,80,11,10,8,3,2,2,3,4,3,E_1627,3,non,15 %,non,1,3,1,3,2,transformation digitale,y,occasionnel,0,7,0,True,True
1628,40,f,10435,marié(e),consulting,tech lead,1,80,18,18,15,1,2,3,3,4,3,E_1628,3,non,13 %,non,2,2,1,15,3,infra & cloud,y,occasionnel,14,12,0,True,True
1630,35,f,4148,marié(e),consulting,manager,1,80,15,14,11,3,3,2,3,4,3,E_1630,3,non,12 %,non,1,5,1,8,4,infra & cloud,y,aucun,2,9,0,True,True
1631,37,m,5768,marié(e),consulting,tech lead,3,80,9,4,3,3,3,2,3,1,2,E_1631,3,non,17 %,non,3,2,1,19,3,infra & cloud,y,occasionnel,0,2,0,True,True
1633,39,f,5042,célibataire,consulting,tech lead,0,80,10,9,2,1,3,2,3,4,1,E_1633,3,non,13 %,non,0,2,1,4,3,transformation digitale,y,frequent,3,8,0,True,True
1635,45,f,5770,divorcé(e),consulting,tech lead,1,80,10,10,7,4,2,2,4,1,3,E_1635,3,non,19 %,non,2,3,1,2,2,autre,y,occasionnel,3,9,0,True,True
1638,38,f,7756,marié(e),consulting,tech lead,3,80,10,5,4,4,2,3,3,4,4,E_1638,3,oui,19 %,non,1,6,1,2,2,transformation digitale,y,occasionnel,0,2,0,True,True
1639,35,m,10306,marié(e),commercial,cadre commercial,9,80,15,13,12,4,2,3,1,3,3,E_1639,3,non,17 %,oui,0,3,1,10,3,transformation digitale,y,occasionnel,6,0,1,True,True
1640,37,f,3936,marié(e),consulting,assistant de direction,1,80,8,8,4,2,3,1,2,1,1,E_1640,3,non,11 %,non,1,2,1,10,3,transformation digitale,y,occasionnel,7,7,0,True,True
1641,40,f,7945,célibataire,consulting,tech lead,6,80,18,4,2,3,3,3,4,4,2,E_1641,3,oui,15 %,non,0,2,1,16,3,infra & cloud,y,occasionnel,3,3,0,True,True
1642,44,m,5743,marié(e),ressources humaines,ressources humaines,4,80,14,10,7,1,3,2,4,3,3,E_1642,3,oui,11 %,non,0,3,1,1,5,ressources humaines,y,frequent,0,2,0,True,True
1644,48,m,15202,marié(e),consulting,senior manager,2,80,23,2,2,3,2,4,4,2,3,E_1644,4,non,25 %,non,1,3,1,4,5,transformation digitale,y,frequent,2,2,0,True,True
1645,35,m,5440,divorcé(e),commercial,cadre commercial,6,80,7,2,2,1,1,2,4,4,2,E_1645,3,oui,14 %,oui,2,2,1,15,2,transformation digitale,y,occasionnel,2,2,1,True,True
1646,24,f,3760,célibataire,consulting,assistant de direction,1,80,6,6,3,1,3,1,4,3,3,E_1646,3,oui,13 %,non,0,2,1,2,1,entrepreunariat,y,frequent,1,3,0,True,True
1647,27,f,3517,marié(e),consulting,assistant de direction,7,80,5,3,2,2,4,1,3,1,3,E_1647,3,non,17 %,non,0,0,1,8,3,transformation digitale,y,occasionnel,0,2,0,True,True
1648,27,m,2580,célibataire,consulting,assistant de direction,2,80,6,4,2,4,3,1,4,3,2,E_1648,3,non,13 %,non,0,0,1,2,3,transformation digitale,y,frequent,1,2,0,True,True
1649,40,m,2166,célibataire,consulting,consultant,3,80,10,4,2,1,3,1,1,2,1,E_1649,3,oui,14 %,oui,0,3,1,7,3,infra & cloud,y,occasionnel,0,3,1,True,True
1650,29,m,5869,célibataire,commercial,cadre commercial,9,80,8,5,2,3,2,2,3,3,3,E_1650,3,non,11 %,non,0,2,1,10,3,transformation digitale,y,occasionnel,1,4,0,True,True
1651,36,f,8008,marié(e),consulting,manager,4,80,9,3,2,2,3,3,1,3,3,E_1651,3,non,12 %,non,2,6,1,5,4,infra & cloud,y,occasionnel,0,2,0,True,True
1653,25,m,5206,divorcé(e),consulting,tech lead,1,80,7,7,7,4,4,2,3,3,3,E_1653,3,non,17 %,non,2,6,1,2,1,infra & cloud,y,frequent,0,7,0,True,True
1654,39,m,5295,marié(e),consulting,tech lead,4,80,7,5,4,4,3,2,2,3,3,E_1654,4,non,21 %,non,0,3,1,12,3,transformation digitale,y,occasionnel,1,0,0,True,True
1655,49,f,16413,marié(e),consulting,directeur technique,3,80,27,4,2,1,3,4,2,2,3,E_1655,3,non,16 %,non,2,2,1,22,4,autre,y,occasionnel,1,2,0,True,True
1656,50,f,13269,divorcé(e),consulting,directeur technique,5,80,19,14,11,4,2,3,1,3,3,E_1656,3,non,15 %,non,3,3,1,17,5,infra & cloud,y,occasionnel,1,11,0,True,True
1657,20,f,2783,célibataire,commercial,représentant commercial,1,80,2,2,2,3,3,1,3,1,3,E_1657,3,non,19 %,non,0,3,1,2,3,transformation digitale,y,occasionnel,2,2,0,True,True
1658,34,f,5433,divorcé(e),consulting,assistant de direction,1,80,11,11,8,4,3,2,2,3,3,E_1658,3,non,12 %,non,1,2,1,3,3,infra & cloud,y,occasionnel,7,9,0,True,True
1659,36,m,2013,célibataire,consulting,consultant,2,80,15,4,3,1,3,1,2,3,3,E_1659,3,non,11 %,non,0,4,1,7,3,infra & cloud,y,occasionnel,1,3,0,True,True
1661,49,f,13966,marié(e),consulting,manager,2,80,30,15,11,3,2,4,3,2,3,E_1661,3,oui,19 %,non,1,3,1,6,1,infra & cloud,y,occasionnel,2,12,0,True,True
1662,36,f,4374,marié(e),consulting,tech lead,0,80,4,3,2,4,2,2,3,3,3,E_1662,3,non,15 %,non,0,6,1,1,4,transformation digitale,y,aucun,1,2,0,True,True
1664,36,m,6842,divorcé(e),consulting,manager,6,80,13,5,4,4,4,2,1,1,3,E_1664,4,non,20 %,non,1,3,1,3,2,infra & cloud,y,occasionnel,0,4,0,True,True
1665,54,f,17426,marié(e),consulting,senior manager,3,80,36,10,8,2,3,4,3,3,3,E_1665,4,non,25 %,non,1,6,1,22,5,transformation digitale,y,occasionnel,4,7,0,True,True
1666,43,m,17603,marié(e),consulting,directeur technique,1,80,14,14,10,3,2,4,3,1,3,E_1666,4,non,24 %,non,1,3,1,15,2,infra & cloud,y,occasionnel,6,11,0,True,True
1667,35,m,4581,célibataire,commercial,cadre commercial,3,80,13,11,9,4,3,2,4,1,4,E_1667,4,oui,24 %,oui,0,2,1,12,4,autre,y,frequent,6,7,1,True,True
1668,38,m,4735,marié(e),consulting,assistant de direction,7,80,19,13,11,4,3,2,4,4,4,E_1668,3,non,15 %,non,2,4,1,1,3,infra & cloud,y,frequent,2,9,0,True,True
1669,29,m,4187,divorcé(e),commercial,cadre commercial,1,80,10,10,0,1,2,2,2,2,2,E_1669,3,oui,13 %,non,1,3,1,5,3,transformation digitale,y,occasionnel,0,9,0,True,True
1670,33,m,5505,divorcé(e),commercial,cadre commercial,1,80,6,6,2,4,3,2,4,3,3,E_1670,3,non,14 %,non,2,5,1,2,4,transformation digitale,y,occasionnel,0,4,0,True,True
1671,32,m,5470,divorcé(e),consulting,assistant de direction,0,80,10,9,5,4,3,2,2,3,2,E_1671,3,non,13 %,non,2,4,1,2,3,transformation digitale,y,occasionnel,1,6,0,True,True
1673,31,f,5476,marié(e),commercial,cadre commercial,1,80,10,10,0,1,3,2,4,1,3,E_1673,3,non,11 %,non,2,2,1,5,4,infra & cloud,y,occasionnel,0,2,0,True,True
1674,49,f,2587,divorcé(e),consulting,consultant,4,80,17,2,2,4,3,1,1,2,2,E_1674,3,oui,16 %,non,1,2,1,16,3,transformation digitale,y,occasionnel,2,2,0,True,True
1675,38,f,2440,célibataire,consulting,consultant,1,80,4,4,3,4,2,1,2,2,3,E_1675,4,non,22 %,non,0,3,1,2,3,transformation digitale,y,frequent,3,3,0,True,True
1676,47,f,15972,divorcé(e),commercial,senior manager,6,80,29,3,2,2,4,4,2,3,3,E_1676,3,non,14 %,non,3,2,1,2,4,infra & cloud,y,occasionnel,1,2,0,True,True
1677,49,m,15379,célibataire,consulting,senior manager,4,80,23,8,7,3,3,4,3,1,3,E_1677,3,non,14 %,non,0,2,1,1,3,infra & cloud,y,occasionnel,0,0,0,True,True
1678,41,m,7082,célibataire,commercial,cadre commercial,3,80,21,2,0,4,3,3,3,4,3,E_1678,3,oui,16 %,non,0,2,1,23,2,infra & cloud,y,occasionnel,0,2,0,True,True
1680,20,m,2728,célibataire,commercial,représentant commercial,1,80,2,2,2,4,3,1,1,1,3,E_1680,3,non,11 %,non,0,3,1,9,1,infra & cloud,y,occasionnel,0,2,0,True,True
1681,33,f,5368,divorcé(e),commercial,cadre commercial,1,80,7,6,5,3,3,2,4,3,3,E_1681,4,oui,25 %,non,1,2,1,16,3,infra & cloud,y,aucun,1,2,0,True,True
1682,36,m,5347,marié(e),consulting,manager,6,80,10,3,2,1,3,2,3,2,2,E_1682,3,non,14 %,non,2,2,1,26,4,infra & cloud,y,occasionnel,0,2,0,True,True
1683,44,f,3195,divorcé(e),ressources humaines,ressources humaines,4,80,8,2,2,3,3,1,4,1,3,E_1683,3,oui,18 %,non,3,2,1,1,3,infra & cloud,y,occasionnel,2,2,0,True,True
1684,23,m,3989,célibataire,consulting,consultant,1,80,5,5,4,4,2,1,3,1,3,E_1684,3,oui,11 %,oui,0,2,1,8,1,transformation digitale,y,occasionnel,1,2,1,True,True
1687,38,f,3306,marié(e),consulting,consultant,7,80,7,0,0,4,3,1,3,4,2,E_1687,3,non,19 %,non,1,5,1,4,2,transformation digitale,y,occasionnel,0,0,0,True,True
1689,53,m,7005,marié(e),consulting,manager,3,80,11,4,3,2,4,3,4,3,3,E_1689,3,non,15 %,non,0,2,1,24,4,transformation digitale,y,occasionnel,1,2,0,True,True
1691,48,f,2655,marié(e),commercial,représentant commercial,2,80,19,9,7,4,3,1,3,3,3,E_1691,3,oui,11 %,oui,2,3,1,7,2,transformation digitale,y,frequent,7,7,1,True,True
1692,32,m,1393,célibataire,consulting,consultant,1,80,1,1,0,4,3,1,2,1,3,E_1692,3,non,12 %,oui,0,2,1,2,4,infra & cloud,y,occasionnel,0,0,1,True,True
1693,26,m,2570,célibataire,consulting,consultant,1,80,7,7,7,4,3,1,4,3,3,E_1693,4,non,20 %,non,0,5,1,7,3,transformation digitale,y,aucun,5,7,0,True,True
1694,55,m,3537,divorcé(e),consulting,assistant de direction,5,80,8,4,2,1,2,1,2,4,3,E_1694,3,non,12 %,non,1,1,1,22,3,entrepreunariat,y,occasionnel,1,2,0,True,True
1696,34,m,3986,marié(e),consulting,consultant,1,80,15,15,10,2,2,2,4,3,4,E_1696,3,non,14 %,non,1,3,1,5,2,transformation digitale,y,occasionnel,4,13,0,True,True
1697,60,m,10883,divorcé(e),consulting,manager,3,80,19,1,0,3,1,3,4,3,4,E_1697,4,non,20 %,non,1,2,1,1,4,transformation digitale,y,occasionnel,0,0,0,True,True
1698,33,m,2028,marié(e),consulting,consultant,1,80,14,14,11,2,4,1,2,4,3,E_1698,3,non,18 %,non,3,6,1,21,3,transformation digitale,y,occasionnel,2,13,0,True,True
1700,37,m,9525,divorcé(e),commercial,cadre commercial,1,80,6,6,3,3,1,2,4,3,2,E_1700,3,non,14 %,non,2,2,1,1,4,transformation digitale,y,frequent,1,3,0,True,True
1701,34,f,2929,marié(e),consulting,assistant de direction,1,80,10,10,9,2,2,1,4,2,3,E_1701,3,non,12 %,non,0,3,1,19,3,infra & cloud,y,occasionnel,8,7,0,True,True
1702,23,m,2275,divorcé(e),commercial,représentant commercial,1,80,3,3,2,3,3,1,4,2,3,E_1702,4,oui,21 %,oui,1,2,1,7,3,infra & cloud,y,occasionnel,0,2,1,True,True
1703,44,f,7879,marié(e),consulting,manager,1,80,9,8,7,3,4,3,4,2,3,E_1703,3,oui,19 %,non,1,2,1,2,3,infra & cloud,y,occasionnel,6,7,0,True,True
1704,35,m,4930,célibataire,consulting,assistant de direction,0,80,6,5,4,1,2,1,4,3,4,E_1704,3,oui,14 %,non,0,2,1,2,4,transformation digitale,y,frequent,1,4,0,True,True
1706,43,m,7847,marié(e),commercial,cadre commercial,1,80,10,10,9,4,3,2,4,1,3,E_1706,3,oui,17 %,non,1,3,1,2,3,transformation digitale,y,occasionnel,8,8,0,True,True
1707,24,m,4401,marié(e),consulting,assistant de direction,1,80,5,5,3,3,4,1,3,4,3,E_1707,3,non,16 %,non,1,1,1,9,3,transformation digitale,y,occasionnel,0,4,0,True,True
1708,41,m,9241,célibataire,commercial,cadre commercial,1,80,10,10,8,4,3,3,3,2,3,E_1708,3,non,12 %,non,0,3,1,6,3,marketing,y,occasionnel,8,7,0,True,True
1709,29,f,2974,marié(e),consulting,consultant,9,80,9,5,3,4,3,1,3,3,3,E_1709,3,non,17 %,non,1,2,1,9,4,transformation digitale,y,occasionnel,1,2,0,True,True
1710,36,f,4502,célibataire,commercial,représentant commercial,3,80,17,13,7,3,3,2,4,3,2,E_1710,3,non,15 %,non,0,2,1,2,4,infra & cloud,y,occasionnel,6,7,0,True,True
1712,45,m,10748,marié(e),consulting,manager,3,80,25,23,15,3,2,3,3,4,2,E_1712,4,non,23 %,non,1,3,1,1,1,infra & cloud,y,aucun,14,4,0,True,True
1714,24,m,1555,marié(e),ressources humaines,ressources humaines,1,80,1,1,0,4,1,1,3,3,3,E_1714,3,non,11 %,oui,1,2,1,22,1,ressources humaines,y,occasionnel,0,0,1,True,True
1716,47,m,12936,marié(e),commercial,cadre commercial,7,80,25,23,5,3,1,4,3,3,1,E_1716,3,non,11 %,oui,0,3,1,9,3,infra & cloud,y,frequent,14,10,1,True,True
1718,26,m,2305,marié(e),consulting,consultant,1,80,3,3,2,4,1,1,3,3,4,E_1718,3,non,15 %,non,3,3,1,17,4,transformation digitale,y,occasionnel,0,2,0,True,True
1719,45,f,16704,célibataire,consulting,directeur technique,1,80,21,21,6,4,2,4,2,3,3,E_1719,3,non,11 %,non,0,2,1,28,2,entrepreunariat,y,occasionnel,8,6,0,True,True
1720,32,m,3433,marié(e),consulting,assistant de direction,6,80,10,5,2,1,3,1,3,1,2,E_1720,3,non,13 %,non,1,3,1,10,3,infra & cloud,y,frequent,1,3,0,True,True
1721,31,m,3477,marié(e),consulting,consultant,1,80,6,5,2,2,3,1,3,4,4,E_1721,3,non,14 %,non,1,2,1,2,4,infra & cloud,y,occasionnel,0,3,0,True,True
1722,41,m,6430,marié(e),ressources humaines,ressources humaines,6,80,10,3,2,3,1,2,2,2,3,E_1722,3,non,19 %,non,1,4,1,4,3,ressources humaines,y,aucun,1,2,0,True,True
1724,40,f,6516,marié(e),consulting,tech lead,2,80,18,1,0,2,3,2,1,2,3,E_1724,3,oui,16 %,non,1,3,1,8,2,infra & cloud,y,occasionnel,0,0,0,True,True
1725,24,m,3907,divorcé(e),consulting,consultant,1,80,6,6,2,2,3,1,1,2,4,E_1725,3,non,13 %,non,3,2,1,29,1,transformation digitale,y,occasionnel,1,2,0,True,True
1727,46,m,5562,célibataire,consulting,manager,6,80,19,10,7,3,3,2,2,4,3,E_1727,3,non,14 %,non,0,3,1,13,4,infra & cloud,y,occasionnel,0,9,0,True,True
1728,35,m,6883,marié(e),consulting,tech lead,2,80,17,7,7,4,3,2,3,2,3,E_1728,3,non,16 %,non,1,3,1,27,4,infra & cloud,y,occasionnel,0,7,0,True,True
1729,30,m,2862,marié(e),consulting,assistant de direction,1,80,10,10,0,2,3,1,4,2,2,E_1729,3,non,12 %,non,1,2,1,16,1,infra & cloud,y,occasionnel,0,8,0,True,True
1731,47,m,4978,marié(e),commercial,cadre commercial,7,80,4,1,0,3,3,2,2,4,1,E_1731,3,non,11 %,non,1,3,1,2,4,marketing,y,aucun,0,0,0,True,True
1732,46,m,10368,divorcé(e),commercial,cadre commercial,4,80,13,10,6,3,3,3,4,2,2,E_1732,3,oui,12 %,non,1,5,1,2,3,infra & cloud,y,occasionnel,0,3,0,True,True
1733,36,m,6134,divorcé(e),commercial,cadre commercial,5,80,16,2,2,2,2,2,1,2,3,E_1733,3,oui,13 %,oui,3,3,1,13,5,marketing,y,occasionnel,2,2,1,True,True
1734,32,m,6735,célibataire,commercial,cadre commercial,6,80,10,0,0,1,1,2,2,2,3,E_1734,3,non,15 %,oui,0,2,1,1,2,infra & cloud,y,occasionnel,0,0,1,True,True
1735,23,f,3295,célibataire,consulting,consultant,1,80,3,3,2,3,3,1,2,3,1,E_1735,3,non,13 %,non,0,3,1,4,1,transformation digitale,y,occasionnel,1,2,0,True,True
1736,31,f,5238,célibataire,consulting,tech lead,2,80,9,5,4,4,3,2,4,4,2,E_1736,4,non,20 %,non,0,3,1,24,1,entrepreunariat,y,frequent,1,4,0,True,True
1737,39,m,6472,marié(e),consulting,consultant,1,80,9,9,8,4,3,2,4,4,3,E_1737,3,oui,15 %,non,1,2,1,1,3,infra & cloud,y,aucun,5,8,0,True,True
1739,32,m,9610,marié(e),commercial,cadre commercial,3,80,10,4,3,4,1,3,3,3,1,E_1739,3,non,13 %,non,1,2,1,19,3,infra & cloud,y,occasionnel,0,2,0,True,True
1740,40,m,19833,célibataire,commercial,senior manager,1,80,21,21,8,2,3,5,2,2,2,E_1740,3,non,14 %,non,0,3,1,7,4,transformation digitale,y,occasionnel,12,8,0,True,True
1744,45,f,9756,marié(e),ressources humaines,ressources humaines,4,80,9,5,0,3,1,3,3,3,4,E_1744,4,non,21 %,non,2,2,1,4,3,infra & cloud,y,occasionnel,0,3,0,True,True
1745,30,f,4968,célibataire,consulting,assistant de direction,0,80,10,9,7,4,2,1,1,4,3,E_1745,3,non,16 %,non,0,2,1,2,4,entrepreunariat,y,frequent,0,7,0,True,True
1746,24,m,2145,marié(e),ressources humaines,ressources humaines,0,80,3,2,2,1,3,1,4,4,3,E_1746,3,non,14 %,non,1,2,1,10,3,transformation digitale,y,frequent,2,1,0,True,True
1747,30,f,2180,divorcé(e),ressources humaines,ressources humaines,6,80,6,4,2,3,2,1,4,3,2,E_1747,3,non,11 %,oui,1,0,1,8,3,ressources humaines,y,frequent,1,2,1,True,True
1749,31,m,8346,marié(e),commercial,cadre commercial,1,80,6,5,2,1,3,2,3,3,3,E_1749,3,non,19 %,non,1,3,1,5,3,entrepreunariat,y,occasionnel,0,2,0,True,True
1751,27,f,3445,célibataire,consulting,assistant de direction,1,80,6,6,2,3,3,1,4,3,2,E_1751,3,non,11 %,non,0,5,1,8,3,transformation digitale,y,occasionnel,1,4,0,True,True
1752,29,f,2760,célibataire,commercial,représentant commercial,1,80,2,2,2,2,1,1,2,3,3,E_1752,3,non,13 %,oui,0,3,1,9,3,marketing,y,occasionnel,2,2,1,True,True
1753,29,m,6294,célibataire,consulting,manager,8,80,10,3,2,4,4,2,3,4,4,E_1753,3,oui,12 %,non,0,5,1,1,3,infra & cloud,y,frequent,0,2,0,True,True
1754,30,m,7140,divorcé(e),commercial,cadre commercial,2,80,12,7,7,3,2,3,1,1,3,E_1754,3,non,11 %,non,1,2,1,15,2,marketing,y,occasionnel,1,7,0,True,True
1755,34,m,2932,marié(e),consulting,assistant de direction,0,80,6,5,0,4,4,1,4,1,3,E_1755,3,oui,14 %,non,3,3,1,2,4,transformation digitale,y,occasionnel,1,2,0,True,True
1756,33,f,5147,célibataire,commercial,cadre commercial,8,80,13,11,7,4,3,2,2,4,2,E_1756,3,non,15 %,non,0,2,1,2,3,marketing,y,aucun,1,7,0,True,True
1757,49,f,4507,célibataire,commercial,cadre commercial,3,80,8,5,1,4,3,2,4,3,4,E_1757,3,non,12 %,non,0,1,1,11,4,marketing,y,occasionnel,0,4,0,True,True
1758,33,f,8564,célibataire,commercial,cadre commercial,2,80,11,0,0,1,3,3,1,3,2,E_1758,4,oui,20 %,oui,0,2,1,16,3,infra & cloud,y,occasionnel,0,0,1,True,True
1760,38,f,2468,marié(e),consulting,consultant,4,80,9,6,1,3,2,1,2,2,2,E_1760,3,non,14 %,non,1,4,1,2,2,transformation digitale,y,frequent,0,5,0,True,True
1761,31,m,8161,marié(e),commercial,cadre commercial,2,80,10,1,0,1,3,3,3,1,3,E_1761,3,non,13 %,oui,3,2,1,16,4,marketing,y,occasionnel,0,0,1,True,True
1762,29,f,2109,divorcé(e),consulting,assistant de direction,1,80,1,1,0,4,2,1,1,3,3,E_1762,3,non,13 %,non,1,2,1,4,3,entrepreunariat,y,occasionnel,0,0,0,True,True
1763,30,m,5294,marié(e),consulting,manager,3,80,10,7,0,3,4,2,3,3,3,E_1763,3,non,16 %,non,1,3,1,16,3,infra & cloud,y,occasionnel,1,7,0,True,True
1764,32,m,2718,célibataire,consulting,assistant de direction,2,80,12,7,7,2,3,1,2,2,3,E_1764,3,non,14 %,non,0,3,1,5,4,entrepreunariat,y,aucun,0,7,0,True,True
1766,38,m,5811,marié(e),consulting,manager,3,80,15,1,0,2,1,2,4,3,3,E_1766,3,oui,16 %,non,1,2,1,18,3,transformation digitale,y,occasionnel,1,0,0,True,True
1767,43,m,2437,marié(e),consulting,assistant de direction,9,80,6,1,0,3,2,1,3,4,3,E_1767,3,oui,16 %,oui,1,4,1,17,3,entrepreunariat,y,frequent,0,0,1,True,True
1768,42,m,2766,divorcé(e),consulting,consultant,8,80,7,5,3,2,3,1,2,2,2,E_1768,4,non,22 %,non,3,6,1,12,3,transformation digitale,y,occasionnel,0,4,0,True,True
1770,55,m,19038,marié(e),consulting,directeur technique,8,80,34,1,0,3,2,5,1,2,3,E_1770,3,non,12 %,non,3,2,1,2,3,transformation digitale,y,occasionnel,0,0,0,True,True
1771,33,m,3055,divorcé(e),consulting,assistant de direction,5,80,11,9,8,4,3,2,2,4,2,E_1771,3,non,15 %,non,2,2,1,4,3,entrepreunariat,y,aucun,1,7,0,True,True
1772,41,m,2289,divorcé(e),consulting,consultant,1,80,5,5,3,3,3,1,1,2,3,E_1772,4,non,20 %,non,2,2,1,9,4,infra & cloud,y,occasionnel,0,4,0,True,True
1774,34,m,4001,divorcé(e),commercial,cadre commercial,1,80,15,15,14,4,3,2,3,3,3,E_1774,3,oui,14 %,non,1,3,1,10,3,infra & cloud,y,aucun,0,7,0,True,True
1775,53,f,12965,marié(e),consulting,tech lead,4,80,27,3,2,1,2,4,3,4,2,E_1775,4,oui,20 %,non,3,2,1,1,4,transformation digitale,y,aucun,0,2,0,True,True
1778,43,m,3539,célibataire,ressources humaines,ressources humaines,0,80,10,9,7,2,3,1,4,2,3,E_1778,3,non,13 %,non,0,5,1,2,3,infra & cloud,y,occasionnel,1,8,0,True,True
1779,34,f,6029,célibataire,commercial,cadre commercial,5,80,6,2,2,4,1,2,4,1,3,E_1779,3,non,12 %,non,0,3,1,3,2,infra & cloud,y,occasionnel,2,2,0,True,True
1780,21,m,2679,célibataire,commercial,représentant commercial,1,80,1,1,0,2,3,1,2,2,3,E_1780,3,non,13 %,oui,0,3,1,7,1,marketing,y,occasionnel,1,0,1,True,True
1782,38,f,3702,marié(e),consulting,consultant,1,80,5,5,4,4,2,1,3,2,3,E_1782,3,non,11 %,non,1,3,1,6,2,autre,y,occasionnel,0,4,0,True,True
1783,22,f,2398,marié(e),consulting,consultant,1,80,1,1,0,3,3,1,1,3,3,E_1783,3,oui,17 %,oui,0,6,1,8,1,transformation digitale,y,occasionnel,0,0,1,True,True
1784,31,f,5468,marié(e),commercial,cadre commercial,1,80,13,12,7,1,2,2,4,1,3,E_1784,3,non,14 %,non,2,3,1,29,4,marketing,y,occasionnel,5,7,0,True,True
1786,51,f,13116,marié(e),consulting,senior manager,2,80,15,2,2,1,3,3,3,4,3,E_1786,3,non,11 %,non,0,2,1,3,3,entrepreunariat,y,occasionnel,2,2,0,True,True
1787,37,m,4189,marié(e),commercial,cadre commercial,1,80,5,5,2,2,2,2,2,1,3,E_1787,3,non,14 %,non,2,2,1,9,2,marketing,y,occasionnel,0,3,0,True,True
1789,46,m,19328,divorcé(e),consulting,directeur technique,7,80,24,2,1,3,3,5,4,3,3,E_1789,3,oui,17 %,non,1,3,1,2,4,transformation digitale,y,occasionnel,2,2,0,True,True
1790,36,m,8321,marié(e),consulting,manager,7,80,15,12,8,4,3,3,1,4,3,E_1790,3,oui,13 %,non,1,1,1,10,3,infra & cloud,y,occasionnel,5,7,0,True,True
1792,44,m,2342,divorcé(e),consulting,assistant de direction,1,80,6,5,3,3,3,1,2,3,2,E_1792,3,oui,12 %,oui,3,2,1,1,2,transformation digitale,y,frequent,2,3,1,True,True
1794,37,m,4071,divorcé(e),ressources humaines,ressources humaines,2,80,19,10,0,3,3,2,2,3,2,E_1794,3,non,13 %,non,0,4,1,8,2,autre,y,occasionnel,4,7,0,True,True
1797,35,m,5813,célibataire,commercial,cadre commercial,1,80,10,10,7,3,3,2,4,4,3,E_1797,3,oui,18 %,oui,0,2,1,27,3,infra & cloud,y,occasionnel,7,7,1,True,True
1798,33,m,3143,marié(e),consulting,assistant de direction,6,80,14,10,8,4,4,1,1,2,3,E_1798,3,non,19 %,non,1,1,1,8,4,infra & cloud,y,occasionnel,7,6,0,True,True
1799,28,m,2044,marié(e),consulting,assistant de direction,1,80,5,5,3,3,3,1,4,3,4,E_1799,3,non,11 %,non,1,6,1,1,3,infra & cloud,y,occasionnel,0,3,0,True,True
1800,39,m,13464,célibataire,consulting,directeur technique,7,80,9,4,3,3,3,3,3,3,3,E_1800,4,non,21 %,non,0,3,1,10,1,transformation digitale,y,occasionnel,2,2,0,True,True
1801,46,m,7991,célibataire,commercial,cadre commercial,8,80,6,2,2,2,2,2,2,3,3,E_1801,3,non,15 %,non,0,3,1,26,2,infra & cloud,y,aucun,2,2,0,True,True
1802,40,f,3377,marié(e),consulting,consultant,4,80,7,4,3,3,3,1,1,4,2,E_1802,3,non,17 %,non,1,5,1,2,2,infra & cloud,y,occasionnel,0,2,0,True,True
1803,42,m,5538,marié(e),consulting,manager,5,80,10,0,0,2,4,2,1,3,2,E_1803,3,non,18 %,non,2,2,1,13,3,transformation digitale,y,occasionnel,0,0,0,True,True
1804,35,m,5762,divorcé(e),consulting,tech lead,2,80,15,7,7,2,3,2,4,3,3,E_1804,3,non,14 %,non,1,6,1,2,2,transformation digitale,y,aucun,1,7,0,True,True
1805,38,m,2592,divorcé(e),ressources humaines,ressources humaines,5,80,13,11,10,1,3,1,2,4,3,E_1805,3,non,13 %,non,3,3,1,2,3,ressources humaines,y,aucun,3,8,0,True,True
1807,34,m,5346,marié(e),consulting,consultant,4,80,11,7,1,4,3,2,1,3,2,E_1807,3,non,17 %,oui,1,3,1,9,4,infra & cloud,y,frequent,0,7,1,True,True
1809,37,m,4213,célibataire,consulting,tech lead,1,80,10,10,3,4,3,2,1,2,1,E_1809,3,non,15 %,oui,0,4,1,10,4,transformation digitale,y,occasionnel,0,8,1,True,True
